name,phone,whatsapp,address,website,profile_url
Klintec Global System Limited,"07064620040, 08029862663",07064620040,"Flat 5 Plot 5 Chinedu Achusi Close, Gbazango Extension Kubwa Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/klintec-global-system-limited-178400
Kmoyo Empire,"+2348088044183, +2348060111375, 08060111375",+2348060111375,"Suite12, The Shoppes Mall,oniru New Market Road, Victoria Island Extension, Oniru Lagos State, Victoria Island Extension, Oniru., Lagos State, Nigeria",,https://nigeriapropertycentre.com/agents/kmoyo-empire-30184
Knight Angels Realties Ltd,"08151917169, 07038451502",+2348151917169,"6 Behind Iyanga Market, Asaba, Delta, Nigeria",https://Knightangels.estateagentsng.com,https://nigeriapropertycentre.com/agents/knight-angels-realties-ltd-101753
Kunle Akinrinade And Co (solicitors),"08023408600, 08023408600, 08074370721",08074370721,"Aviation Estate, Off International Airport Road, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/kunle-akinrinade-and-co-solicitors-39292
Kvd Properties Ltd,08165867392,2348165867392,"Unit 16, Hubb Plaza, Orchid Road,, Eti-osa Lga, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/kvd-properties-ltd-213827
La Accon Global Resources Limited,"08065767473, 08062539305, 09059523944",08065767473,"Suite D6, Mazado Plaza, Shettima Munguno Street, Utako, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/la-accon-global-resources-limited-205980
Laa Realty Co. Ltd,"08036678536, 09040961634",+2348036678536,"Suite 126 Befs Plaza, Opp Mountain Of Fire, Utako, Abuja, Utako, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/laa-realty-co-ltd-116634
Lai Taiwo & Co,"07062306209, 07062306209, 09035479729",09035479729,"Area 11, Garki, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/lai-taiwo-co-234840
Landmark Multi-concepts Ltd,"+2348036428745, +2348036428745",+2348036428745,"Berger Quarry, Mpape, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/landmark-multi-concepts-ltd-68450
Landmarknaija Properties Ltd,"08037883362, 09157416492",+2349157416492,"12c Kuramo Crescent, Orchid Road, Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/landmarknaija-properties-ltd-231909
Landreth Limited,"014549666, 08023068000, 08098068000, 08159691717",+2348098068000,"72 Queen Street, Sabo, Yaba, Lagos, Nigeria",https://landrethgroup.estateagentsng.com,https://nigeriapropertycentre.com/agents/landreth-limited-25262
Landsjotter,"07032572043, 07032572043, 07032572043, 07032572043",07032572043,"Plot 475,utako District Utako Abuja Und Street, Abuja, Federal Capital Territory, Nigeria",http://www.landsjotter.ng,https://nigeriapropertycentre.com/agents/landsjotter-203992
Landsjotter,"09025420750, 8061461343",2349025420750,"Plot 475, Utako District, Utako, Abuja, Nigeria",https://landsjotterltd.ng,https://nigeriapropertycentre.com/agents/landsjotter-213716
Landsjotter,"09066057966, 07012966532",09066057966,"47 Ajose Adeogun Street, Utako, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/landsjotter-217988
Landsjotter,"08037536904, 08037536904",08037536904,"Ajose Adeogun Street, Utako, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/landsjotter-223073
Landsjotter Limited,"8078831488, 7046804883, 8078831488, 8078831488",8078831488,"Plot 475, Utako District Und St., Utako, Abuja, Nigeria",https://landsjotterlimited.estateagentsng.com,https://nigeriapropertycentre.com/agents/landsjotter-limited-197869
Landsjotter Limited (stephanie),"08134378397, 07064549569",08134378397,"Shop Uid8 Addahos Filling Station Chikakore, Kubwa, Abuja, Nigeria",http://www.landsjotterltd.ng,https://nigeriapropertycentre.com/agents/landsjotter-limited-stephanie-219447
Landsjotter Ltd,"09061264810, 09061264810, 09050453127",+2349061264810,"House 8, Abdulrahaman Okene Street, Guzape, Federal Capital Territory, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/landsjotter-ltd-239290
Landwey Investment,"07031184587, 07031184587",07031104587,"Km 42 ,lekki Epe Express Way, Lagos State, Sangotedo, Lagos State, Nigeria",https://www.realtorjoshua.com.ng,https://nigeriapropertycentre.com/agents/landwey-investment-154700
La Pace Apartment,07018797441,07018797441,"Jabi, Nigeria",,https://nigeriapropertycentre.com/agents/la-pace-apartment-186833
Lapace Apartment Abuja,08101010534,08101010534,"Jabi, Jabi Abuja, Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/lapace-apartment-abuja-175410
Lapace Apartment And Suite Limited,"07069547991, 07069547991",2347069877991,"Jabi, Edo, Abuja, Nigerian",,https://nigeriapropertycentre.com/agents/lapace-apartment-and-suite-limited-204772
Lapace Apartment And Suit Limited,09158217575,07063642572,"Jabi Upstairs, Jabi, Imo, Nigeria",,https://nigeriapropertycentre.com/agents/lapace-apartment-and-suit-limited-202422
Lawzicodon,07032474932,07032474932,"Panaf Drive, Dawaki, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/lawzicodon-100970
Leapinglead Services,"07033122411, 09030380544",09030380544,"9b, Emerald Flower City Estate, Lokogoma, Abuja, Nigeria",https://leapingleadservices.estateagentsng.com,https://nigeriapropertycentre.com/agents/leapinglead-services-66680
Legit Properties,"07059446967, 07059446967, 07059446967, 07059446967",23407059446967,"Km 42 Lekki Epe Expressway, Lekki Epe Expressway, Lagos, Nigeria",https://www.blessedluxuryproperties.com.ng/home,https://nigeriapropertycentre.com/agents/legit-properties-149982
Legit Properties,"09129101903, 09129101903",07058931774,"Ikota, Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/legit-properties-161891
Legit Urban Realtors Ltd,"+2348179883113, 08028883113",+2348028883113,"Gilbert Chikelu Crescent, Guzape, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/legit-urban-realtors-ltd-216612
Lettyglobalrealtors,"+2348066499058, +2348066499058, +2348066499058, +2348066499058",08066499058,"Abuja, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/lettyglobalrealtors-163654
Levybe Investment Ltd,"08030414900, 08173702839",2348030414900,"Bode Thomas Road, Surulere, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/levybe-investment-ltd-127398
Libragate Properties Ltd,"08033055541, 08097905554",2348097905554,"Hse 68,4th Avenue Gwarinpa, Gwarinpa, Fct-abuja, Nigeria",,https://nigeriapropertycentre.com/agents/libragate-properties-ltd-165199
Life Own Property Limited,"09023220461, 09023220461, 09057298471, 07068933920",+2349023220461,"7 Tony Nkemakolam Palm Crescent Estate, Badore, Ajah, Lagos, Nigeria",https://lifeownpropertylimited.estateagentsng.com,https://nigeriapropertycentre.com/agents/life-own-property-limited-177243
Liman Homes And Property Ltd,09033621786,09033621786,"Guzape District, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/liman-homes-and-property-ltd-181975
Lines Woerk Ltd,09048363023,+2349048363023,"29, Police Lane Street, High Tension, Arab Road, Kubwa, Abuja, Nigeria",https://lineswoerkltd.estateagentsng.com,https://nigeriapropertycentre.com/agents/lines-woerk-ltd-220729
Liya's Signature Realty,08127989351,+2348127989351,,,https://nigeriapropertycentre.com/agents/liyas-signature-realty-185526
Location 3 Properties,"2348090179050, +2348035659276, 08023035202",+2348023035202,"Suite H215 Ikota Shopping Complex, Vgc., Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/location-3-properties-135481
Loftcode Ltd,"+2348057081122, +2349069155617, +2349027586630",+2348057081122,"32, Ado Road, Ajah, Lagos, Nigeria",https://Loftcode.estateagentsng.com,https://nigeriapropertycentre.com/agents/loftcode-ltd-4264
Loftywall Properties,"+2347019466361, +2349098597176",+2347019466361,"Lekki Phase 1 Off Admiralty Way, Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/loftywall-properties-240802
Lola's Apartment,"08128373704, 08142165260",08142165260,"Atlantic View Estate, Chevron, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/lolas-apartment-122496
Love Paradise Realtors,"08134378014, 08022066056",+2348022066056,"53, Oguntade Road, Salami Bus Stop, Shasha, Lagos State, Nigeria",https://paradisehomesandproperties.estateagentsng.com,https://nigeriapropertycentre.com/agents/love-paradise-realtors-62752
Luch Properties And Investment Nigeria Limited,"2348037388678, +2347062028957",+2348037388678,"Plot 14 Block 113, Lekki Expressway, Lekki, Lagos, Nigeria",https://luchproperties.estateagentsng.com,https://nigeriapropertycentre.com/agents/luch-properties-and-investment-nigeria-limited-30180
Lukman Landsjotter,"09039154725, 08142779322",09039154725,"Suit 41lebrex Plaza,47 Ajose Adeogun Street, Utako Abuja, Utako, Abuja, Nigeria",http://www.landsjotterltd.com,https://nigeriapropertycentre.com/agents/lukman-landsjotter-228647
Lyonmac Hospitality Services,"+2348171047709, +2348171047709, +2347018324794",+2348171047709,"Pl 3 Bl 3 Dideolu Estate, Victoria Island, Lagos, Nigeria",https://lyonmachospitalityservices.estateagentsng.com,https://nigeriapropertycentre.com/agents/lyonmac-hospitality-services-87333
Mab Global Estate Ltd,"2347066220949, 2348115755192",+2347066220949,"366 Obafemi Awolowo Way, Jabi Abuja, Abuja, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/mab-global-estate-ltd-888
Maharai Properties,"08080170304, 08061275639",08080170304,"Jahi, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/maharai-properties-206533
Maiora Empire Ltd,"09137663684, 09137663684, 09091767279",09137663684,"Mabushi, Amac, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/maiora-empire-ltd-236851
Mandyob Investment Ltd,08086454511,+2348086454511,"Emeka Anyaoku Street, Garki, Fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/mandyob-investment-ltd-213709
Mapida Homes,"07068359300, 08020955628",+2347068359300,"1a, Peony Avenue Ikota Gra, Lekki, Lagos, Nigeria",https://mapidahomes.estateagentsng.com,https://nigeriapropertycentre.com/agents/mapida-homes-86443
Margaux Synergy,09128552221,+2349128552221,,,https://nigeriapropertycentre.com/agents/margaux-synergy-54372
Martbali Property,"+2347034744114, +2349076899107",+2347034744114,"Ganuyi Street, Okota, Lagos State, Nigeria",,https://nigeriapropertycentre.com/agents/martbali-property-95586
Mathadex Properties Limited,"8136630460, 08079960553",08136630460,"Flat 1 Room 4 Opposite Gidawaka Jahi 2, Village Jahi 2, Jahi 2, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/mathadex-properties-limited-149805
Matswillander Properties Ltd,"09033007291, 08053635500",09058918166,"Plot 7/8 Greek Rd, Colonel Estate, Bogije, Ibeju-lekki, Lagos, Nigeria",https://https://nigeriapropertycentre.com/agents/matswillander-46413.estateagentsng.com,https://nigeriapropertycentre.com/agents/matswillander-properties-ltd-46413
Matswillander Properties Ltd,"09033007291, 08053635500",09058918166,"Plot 7/8 Greek Rd, Colonel Estate, Bogije, Ibeju-lekki, Lagos, Nigeria",https://https://nigeriapropertycentre.com/agents/matswillander-46413.estateagentsng.com,https://nigeriapropertycentre.com/agents/matswillander-46413
Maybatch Nigeria Limited,08052070360,+2348052070360,"Plot 1580 Damaturu Crescent, Off Ahmadu Bello Way, Garki Ii, Abuja., Fct, Nigeria",,https://nigeriapropertycentre.com/agents/maybatch-nigeria-limited-185385
Mbprimeresourcesltd@gmail.com,"08063315176, 08186217763",08063315176,"Suite 73 Ide Plaza.okonjo Iweala Street Utako Abuja, Abuja Municipal, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/mbprimeresourcesltd-at-gmailcom-56804
Mcglobal Properties,"07035747411, 08153239262",+2347035747411,"T5 J6 Shell Estate Gaduwa District - Abuja, Abuja, Fct, Nigeria",http://mcglobalmegaconcept.com,https://nigeriapropertycentre.com/agents/mcglobal-properties-107719
Mck 4 Da Success Investment Limited,"08152613441, 08036660672",+2348036660672,"Gwarinpa 3rd Avenue, Gwarinpa, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/mck-4-da-success-investment-limited-102639
M'coco Realty Ltd,"08060236665, 09052023619",09052023619,"Plot 7396 Dextra, Dawaki Extension, F.c.t Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/mcoco-realty-ltd-100346
Mea Properties Nig Ltd,"08097246215, 08145463963, 09116191207",2348145463963,"3rd Avenue, Gwarinpa, Abuja, Nigeria",https://www.meaproperties.ng,https://nigeriapropertycentre.com/agents/mea-properties-nig-ltd-194450
Merryway Apartments,"09070812876, 08054650513",09070812876,"321 Rd, Gwarimpa, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/merryway-apartments-192028
Michael Adekojo & Company,"08092806691, 08130555027, 08130555027",08092806691,"10, Kehinde Street, Meiran, Lagos, Nigeria",https://Makhomes.estateagentsng.com,https://nigeriapropertycentre.com/agents/michael-adekojo-company-27648
Michaelcastropropertiesltd,"07063557686, 07063557686, 07012528894",07063557686,"Sarki Tafida Street Guzape, Abuja, Amac, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/michaelcastropropertiesltd-79554
Michfranco Enterprises,"08137964976, 08033439035",+2348137964976,"71 Community Road Ago Okota, Lagos, Ago, Okota, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/michfranco-enterprises-134954
Michpro Properties Limited,"08082821053, 08082821053",07043431986,"Suitea4-a5, Saddi Kemil Plaza, Opp Shoprite, Airport Road, Abuja, Abuja, Abuja, Nigeria",https://www.michproproperties.com,https://nigeriapropertycentre.com/agents/michpro-properties-limited-60430
Micon Homes And Interiors,"09035034844, 09035034844, 08129579253",09035034844,"10 Fola Ojikutu, Street, Off Agoh Palace Way, Okota, Oshodi Lagos, Lagos, Nigeria, Lagos, Nigeria",https://miconhomes.estateagentsng.com,https://nigeriapropertycentre.com/agents/micon-homes-and-interiors-64884
Millennium Properties,08064227273,08064227273,"Kaura, Abuja, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/millennium-properties-234816
Minerva_ppties_abuja,"07063616760, 08156049460",+2347063616760,"5, S. O Okpe Street, Apo Resettlement, Fct, Abuja, Apo, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/minerva-ppties-abuja-191107
Miraemma Properties Limited,"09074817994, 09041765357",2349074817994,"No 6 Hilltop Close Close Asokoro Und St. Apo 1, Abuja, Federal Capital Territory, Nigeria",https://Miraemmaproperties.estateagentsng.com,https://nigeriapropertycentre.com/agents/miraemma-properties-limited-167684
Mojieest Realtor,"07063496494, 07063496494, 09076080380",07063496494,"Plot 480,1 (r) Fha Lugbe, Fha Lugbe, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/mojieest-realtor-118264
Moses Sabo Azaki,"07036751206, 09155491509",07036751206,"Fct, Abuja, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/moses-sabo-azaki-191356
Mr Capable Estate Management,08167896970,+2348167896970,"35, It Igbani Crescent Jabi Business District, Abuja., Jabi, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/mr-capable-estate-management-58417
Mr Livingstone Realty,07070529004,+2347070529004,,,https://nigeriapropertycentre.com/agents/mr-livingstone-realty-193735
Mr Val Properties Limited,08038200266,08038200266,"5th Avenue Gwarimpa, Gwarimpa, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/mr-val-properties-limited-51719
Mubassa Global Link Ltd,"+2348173297915, 08065240156, 08053753557",08033117096,"1g Mogadishu Layout, Kaduna, Nigeria",https://mubassagloballink.estateagentsng.com,https://nigeriapropertycentre.com/agents/mubassa-global-link-ltd-60467
Muhammad Awwal Consulting,"08034711726, 09150693038",2348034711726,"Bechar Street, Wuse Zone, Abuja, Nigerian",,https://nigeriapropertycentre.com/agents/muhammad-awwal-consulting-100354
Muyek Consult,"08085513905, 07030480818",08085513905,"Plot 1037, Suite 14 God's Own Plaza, Opposite Shakira, Garki 2, Fct Abuja, Nigeria",https://MuyekConsult.estateagentsng.com,https://nigeriapropertycentre.com/agents/muyek-consult-84676
Mu'zam & Civil Construction And Realty Limited,08134763078,+2348134763078,"No.5 South Africa Steet, Dawaki, Abuja, Nigeria",https://nigeriapropertycentre.com/agents/abode-landmark-network-limited,https://nigeriapropertycentre.com/agents/muzam-civil-construction-and-realty-limited-169079
Naeleseneh Properties Ltd,"08033443794, 08112112000",08112112000,,,https://nigeriapropertycentre.com/agents/naeleseneh-properties-ltd-215412
Nasa Place Homes,"08136442182, 08136442182",08136330225,"John Bamidela Road, Oshodi, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/nasa-place-homes-132788
Nedal Properties,"08139536183, 08152871380",08152871380,"21 Mahatma Ghandi, Asokoro, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/nedal-properties-211216
Neft Properties Limited,"08150238601, 08150238601, 08150238601, 08150238601",2348150238601,"Suit B First Floor Mazado Plaza Plot 874 Shettima Ali Munguno Crescent Behind Julius Berger Yard Utako Abuja, Utako, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/neft-properties-limited-196387
Nestal Concept,"07066916920, 08054365326",07066916920,"Utako, Utako, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/nestal-concept-175728
Nestval Ventures,"08027025842, 08167026580, 08023526448, 08126918894",08027025842,"20 Aguleri Street Divine Home, Thomas Estate, Lekki Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/nestval-ventures-160153
Newyork Homes,"08032709251, 08122453011",08032709251,"Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/newyork-homes-156883
Neyemo Homes Ltd,08067859972,08067859972,"Asebe Street, Kado, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/neyemo-homes-ltd-227418
Ng Estates And Housing Realtors,"+2349027143438, +2349027143438",+2349027143438,"No. 6 Enyi Orlu Street Rukpokwu, Port Harcourt, Rivers State, Nigeria",https://ngestaatesandhousingrealtors.estateagentsng.com,https://nigeriapropertycentre.com/agents/ng-estates-and-housing-realtors-140664
Ngkool Realtors,"08033217920, 08033217920, 09025573979",2348033217920,"Plot 208, Cadastral Zone B03, Behind Kado Fish Market, Lifecamp, Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/ngkool-realtors-114951
Ngozi Landsjotter,"07019300116, 09052572863",07019300116,"Suite C15 Spall Mall Kuchaiko District Kuje, Kuchiyako, Fct Abuja, Nigeria",https://landsjotterltd.ng/,https://nigeriapropertycentre.com/agents/ngozi-landsjotter-226230
Nigeria Dreamhome Investment,"09027600492, 08034437263, +2349033956109, 08034437263",+2349027600492,"Peculiar Estate Lokogoma, Abuja, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/nigeria-dreamhome-investment-85479
Nikee Properties,07079488605,2347079488605,,,https://nigeriapropertycentre.com/agents/nikee-properties-92160
Nikok Negotiate Ltd.,+2348177041033,07034546007,"#1 Durban Close, Wuse2, Fct Abuja, Nigeria",https://Nikoknegotiateltd.estateagentsng.com,https://nigeriapropertycentre.com/agents/nikok-negotiate-ltd-122629
Nil,"08132722931, 08132722931, 07089856980",08132722931,"Ebitu Ukiwe Street, Jabi, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/nil-239839
Nirvana Realty Ltd,08068689454,09131397850,"19 Adebisi Street, Agungi, Lekki, Lagos, Nigeria",https://nirvanarealtyltd.estateagentsng.com,https://nigeriapropertycentre.com/agents/nirvana-realty-ltd-175323
Niyi Fadoju & Co,"08033203838, 08055864552",08033203838,"Niyi Fadoju & Company, Fct Abuja, Nigeria",https://niyifadoju.com,https://nigeriapropertycentre.com/agents/niyi-fadoju-co-223534
Noble Elite Homes & Properties Ltd,"08168250615, 09043445592, 08121511273",08168250615,"Arochukwu, Area 11, Garki, Abuja Fct, Nigeria",,https://nigeriapropertycentre.com/agents/noble-elite-homes-properties-ltd-179188
Noble Prince Properties & Resources Limited,"+2348171172201, 08171172201, 08056709507, 08103778055",,"35, Kumasi Crescent, Wuse 2, Ftc, Abuja , Nigeria",https://NoblePrince.estateagentsng.com,https://nigeriapropertycentre.com/agents/noble-prince-properties-resources-limited-16118
Noble Touch Properties,"08028546708, 08066842315",+2348028546708,"158, Nobex Bus Stop Ikotun Idimu Road Idimu Lagos, Alimosho, Nobex Bus Stop Ikotun Idimu Road Idimu, Nigeria",,https://nigeriapropertycentre.com/agents/noble-touch-properties-46699
Novialuxuryhomes,"9167889000, 08165236122, 9167889000, 9167889000",23409167889000,"Empires Terrace Estate Mobile Road Lekki Ajah, Lagos, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/novialuxuryhomes-217979
O3 Intellectual Properties,"08072554290, 08033116720",+2348072554290,"9 Sani Zangon Daura Street, Guzape, Abuja, Nigeria",https://o3intellectualproperties.com,https://nigeriapropertycentre.com/agents/o3-intellectual-properties-215626
Oa And Associates,"08056308041, 08033750489",2348056308041,"Ehide Efosa Close, Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/oa-and-associates-120331
Oakland Apartments,08142507250,+2348142507250,"Mall Of Dubai, B10, Garki, Federal Capital Territory",,https://nigeriapropertycentre.com/agents/oakland-apartments-230322
Oaksandnoble Properties / Rc- 1834584,"08144315862, 07032908596",+2347032908596,"Maidabino Plaza, Wuse Zone 5, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/oaksandnoble-properties-rc-1834584-141782
Ocean Of Testimonies,09073570951,+2348144205982,"Castle And Temple Drive, Island, Lagos State, Nigeria",,https://nigeriapropertycentre.com/agents/ocean-of-testimonies-111004
Oceans Atelier,"09077647858, 09161831719, 07037975069",07037975069,"No 9 Oladunni Ayandipo Close, Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/oceans-atelier-231698
Odinga E Property Ltd,"2348107506591, 08175144939",2348107506591,"No 4, Tende Avenue, Off Aeroplane Drive, Abuloma, Portharcourt, Rivers, Nigeria",https://8985.estateagentsng.com,https://nigeriapropertycentre.com/agents/odinga-e-property-ltd-8985
Odun-shola Limited,08036384539,+2348036384539,"Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/odun-shola-limited-121132
Ofre 's Properties,"09037833060, 09037833060, 07046003278, 07046003278",09037833060,"News Engineering, Dawaki, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/ofre-s-properties-155284
Oip Properties,07061276409,+2347061276409,"Suite 14/21, Yomade Shopping Complex, Km 37, Lekki Epe Expressway, Awoyaya, Ibeju-lekki, Lagos, Nigeria",https://oipproperties.estateagentsng.com,https://nigeriapropertycentre.com/agents/oip-properties-24856
Ojoma Ojoma Property,"09098465398, 09098465398, 07078541212, 07078541212",2349098465398,"36 Durban Street Wuse 2 Abuja, Federal Capital Utority, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/ojoma-ojoma-property-169503
Okeyode Consulting,"08050553458, 08022038717, 08097565029, 08123183564",+2348050553458,"5a Ayo Rosiji Crescent Ikeja Gra, Ikeja, Lagos, Nigeria",http://www.okeyodeconsulting.com,https://nigeriapropertycentre.com/agents/okeyode-consulting-68045
Okpa Nfawa & Co.,"08143345622, 07033678555",2348143345622,"Behind Babangida Market,lugbe, Lugbe, Abuja, Nigeria",https://www.ayeyeproperty.com,https://nigeriapropertycentre.com/agents/okpa-nfawa-co-116876
Olalekan Aboderin Consulting,"07030942282, 08165893529, 08082179121, 08099917100",08065058032,"13, Emina Crescent, Off Toyin Street, Ikeja, Lagos, Nigeria",https://oac.estateagentsng.com,https://nigeriapropertycentre.com/agents/olalekan-aboderin-consulting-27045
Olalekan Babarinsa & Co,"07065270372, 080650222065",+2347065270372,"Bariga, Akoka Road, Lagos, Nigeria",https://www.obcproperties.com,https://nigeriapropertycentre.com/agents/olalekan-babarinsa-co-35492
Olalink Properties Concept Ltd,"08064675688, 08055322921, 08186262000",08064675688,"No5,plot 1439, Sanusi Fafunwa Street, Victoria Island, Lagos State, Nigeria",http://www.olalinkpcl.com,https://nigeriapropertycentre.com/agents/olalink-properties-concept-ltd-11118
Olalinks & Co Real Estate Investment Ltd,"+2349036811446, +2349036811446, +2348038010111, +2348024469902",+2349036811446,"Suit 12/14, Benin-owena River Basin Building, Opp Providus Bank Plc Alagbaka G.r.a, Akure., Akure, Ondo, Nigeria",http://www.ohomes.ng,https://nigeriapropertycentre.com/agents/olalinks-co-real-estate-investment-ltd-15756
Olans Facilities And Management Services Ltd,+2348069079322,+2348069079322,"No 71 Nelson Mandela Street, Asokoro, Abuja, Nigeria",https://olansfm.estateagentsng.com,https://nigeriapropertycentre.com/agents/olans-facilities-and-management-services-ltd-68745
Oliqe,"08163915500, 08072397995",08072397995,"Suite 21, Huzy Plaza, Panaf Drive, Dawaki, Abuja, Nigeria",https://oliqe.estateagentsng.com,https://nigeriapropertycentre.com/agents/oliqe-114726
Olohimose Realtors And Estate Managers Limited,"+2348167204953, 08062613501",+2348167204953,"Plot 86, Cadastal Zone, Opp. Catholic Primary School, Jikwoyi, Abuja, Fct, Nigeria",https://olohimoserealestate.estateagentsng.com,https://nigeriapropertycentre.com/agents/olohimose-realtors-and-estate-managers-limited-149518
Olu @ Cos,09129883847,+2349129883847,"Ld Street, Fct Abuja, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/olu-at-cos-238591
Omara Company,"08123305247, 08034735542",+2348123305247,,,https://nigeriapropertycentre.com/agents/omara-company-87291
Oma's Delight Realty,"08128168772, 08162510081, 08128168772",+2348128168772,"Abuja & It's Environs, Amac, Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/omas-delight-realty-91719
Oma's Home And Luxury Apartment,"08024625924, 09066722525",2348024625924,"Diamond Brick, Orchid, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/omas-home-and-luxury-apartment-226619
Omazi Realty Ltd,+2349031788015,+2349031788015,"78 Abidjan Street Wuse Zone 3, Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/omazi-realty-ltd-200230
Omidan Limited,"08037454306, 08023401122, 08037454306, 09159920000",08023401122,"Road , Mrs. Nonye Osi Street, Greenland Estate Abijoh., Ajah, Lagos, Nigeria",https://omidanlimited.estateagentsng.com,https://nigeriapropertycentre.com/agents/omidan-limited-102585
Omosigho Omorodion And Partners,"07046174040, 07041242995, 07041242875, 07041242876",+2347046174040,"9 Aba Road, 1st Floor (left Wing), P.o.box 500001(10874), Port Harcourt, Rivers, Nigeria",https://oop.estateagentsng.com,https://nigeriapropertycentre.com/agents/omosigho-omorodion-and-partners-23323
Onups Property.com,"08056267437, 07083889517",08056267437,"Wuse 2, Abuja, Wuse 2, Nigeria",,https://nigeriapropertycentre.com/agents/onups-propertycom-99153
Onyeka Chinemere & Associates,"08039301198, 08039301198, 09070003884",+2348039301198,"17 Libreville Street, Off Aminu Kano Crescent, Wuse Ii District, Fct, Abuja, Nigeria",https://onyekachinemere.estateagentsng.com,https://nigeriapropertycentre.com/agents/onyeka-chinemere-associates-58597
Optimal Shelters Ltd,"09154454258, 09030633118",+2349154454258,"Suite C's 41 Lebrex Plaza, 47 Ajose Adeogun Street, Utako, Ftc Abuja, Utako, Fct, Nigeria",https://optimlashelters.com,https://nigeriapropertycentre.com/agents/optimal-shelters-ltd-237310
Orchson Properties,"08147738535, 08147738535",+2348147738535,"F.c.t, Abuja, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/orchson-properties-53831
Oris Investment,07031331190,+2347031331190,"Behind Block Industry, Guduwyi, Galadimawa, Amac, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/oris-investment-102423
Osas & Oseji,"07066829396, 07066829396",07066829396,"No 50 Adetokunbo Ademola Crescent, Wuse 2, Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/osas-oseji-136546
Otto H&o Limited,09071358853,08168491060,"38a Chief Palace Layout. By The India Hospital, Karu Site, Abuja, Nigeria",https://Ottohomesltd.estateagentsng.com,https://nigeriapropertycentre.com/agents/otto-ho-limited-118108
